orifice_width,aspect_ratio,flow_rate_ratio,capillary_number,normalized_oil_inlet,normalized_water_inlet,expansion_ratio,depth,hyd_d,droplet_size,normalized_size,normalized_hyd_size,generation_rate,q_in,viscosity_ratio
175,1.5,2,0.067885714,3,3.5,2,262.5,210,242.86,1.387771429,1.15647619,18.22,490.6730769,57.2
125,2.5,2,0.0515625,2.5,4,2,312.5,178.5714286,242.42,1.93936,1.357552,11.83,316.9133113,57.2
150,2,2,0.060342857,4,2.5,2,300,200,225.65,1.504333333,1.12825,19.78,427.2527473,57.2
150,2,2,0.120685714,4,2.5,2,300,200,214.34,1.428933333,1.0717,46.15,854.5054945,57.2
100,3,2,0.044916667,3.5,3,2,300,150,211.71,2.1171,1.4114,11.88,212.0192308,57.2
125,3,6,0.0594,3,2,3,375,187.5,211.71,1.69368,1.12912,8.19,146.0336538,57.2
175,3,13,0.0704,2,2.5,5,525,262.5,207.04,1.183085714,0.78872381,9.38,156.5680473,57.2
100,2.5,2,0.09504,3,2.5,6,250,142.8571429,204.9,2.049,1.4343,23.11,373.8461538,57.2
125,2,2,0.025142857,2,3.5,6,250,166.6666667,204.13,1.63304,1.22478,7.73,123.6263736,57.2
175,1,2,0.034375,2.5,3,6,175,175,201.75,1.152857143,1.152857143,10.73,165.640024,57.2
175,3,10,0.0704,2,2.5,5,525,262.5,200.65,1.146571429,0.764380952,13.4,203.5384615,57.2
175,2,6,0.067375,3.5,4,3,350,233.3333333,197.22,1.126971429,0.845228571,15.01,216.4362981,57.2
100,3,2,0.089833333,3.5,3,2,300,150,196.24,1.9624,1.308266667,29.85,424.0384615,57.2
175,3,22,0.0704,2,2.5,5,525,262.5,195.29,1.115942857,0.743961905,6.61,92.51748252,57.2
125,2,2,0.050285714,2,3.5,6,250,166.6666667,192.9,1.5432,1.1574,18.32,247.2527473,57.2
175,1,2,0.06875,2.5,3,6,175,175,189.99,1.085657143,1.085657143,25.69,331.2800481,57.2
150,3,8,0.044508973,2.49,3.5,4.01,450,225,189.54,1.2636,0.8424,9.23,118.1783276,57.2
175,3,16,0.0704,2,2.5,5,525,262.5,189.22,1.081257143,0.720838095,9.99,127.2115385,57.2
175,2.5,6,0.150857143,4,2,4,437.5,250,188.07,1.074685714,0.75228,48.43,605.7692308,57.2
125,1.5,2,0.050285714,4,3,5,187.5,150,187.64,1.50112,1.250933333,14.93,185.4395604,57.2
150,1,2,0.0594,3,4,5,150,150,185.1,1.234,1.234,17.64,210.2884615,57.2
150,1.5,2,0.067375,3.5,2,6,225,180,183.44,1.222933333,1.019111111,30.83,357.7824519,57.2
125,3,10,0.0594,3,2,3,375,187.5,182.39,1.45912,0.972746667,7.68,87.62019231,57.2
100,2.5,6,0.04752,3,2.5,6,250,142.8571429,181.57,1.8157,1.27099,5.54,62.30769231,57.2
150,3,19,0.058928571,2.5,3.5,4,450,225,181.52,1.210133333,0.806755556,5.86,65.87984384,57.2
175,3,13,0.1408,2,2.5,5,525,262.5,180.12,1.029257143,0.686171429,28.5,313.1360947,57.2
150,1,2,0.0297,3,4,5,150,150,179.91,1.1994,1.1994,9.6,105.1442308,57.2
175,3,10,0.1408,2,2.5,5,525,262.5,178.35,1.019142857,0.679428571,38.16,407.0769231,57.2
125,2.5,6,0.0515625,2.5,4,2,312.5,178.5714286,176.76,1.41408,0.989856,10.17,105.6377704,57.2
150,2.5,6,0.058666667,2,3,3,375,214.2857143,172.59,1.1506,0.80542,17.91,173.0769231,57.2
100,3,6,0.044916667,3.5,3,2,300,150,170.24,1.7024,1.134933333,7.62,70.67307692,57.2
125,3,6,0.1188,3,2,3,375,187.5,169.98,1.35984,0.90656,31.63,292.0673077,57.2
175,2.5,19,0.075428571,4,2,4,437.5,250,168.2,0.961142857,0.6728,10.69,95.64777328,57.2
175,2.5,10,0.150857143,4,2,4,437.5,250,167.69,0.958228571,0.67076,40.99,363.4615385,57.2
175,2.5,10,0.075428571,4,2,4,437.5,250,167.6,0.957714286,0.6704,20.53,181.7307692,57.2
150,1.5,2,0.13475,3.5,2,6,225,180,167.04,1.1136,0.928,81.66,715.5649038,57.2
125,1.5,2,0.100571429,4,3,5,187.5,150,165.6,1.3248,1.104,43.43,370.8791209,57.2
150,3,8,0.089017947,2.49,3.5,4.01,450,225,165.28,1.101866667,0.734577778,27.83,236.3566553,57.2
175,2.5,22,0.075428571,4,2,4,437.5,250,165.01,0.942914286,0.66004,9.78,82.6048951,57.2
150,3,10,0.058928571,2.5,3.5,4,450,225,164.72,1.098133333,0.732088889,14.9,125.1717033,57.2
175,2,10,0.13475,3.5,4,3,350,233.3333333,164.53,0.940171429,0.705128571,31.02,259.7235577,57.2
175,1,6,0.034375,2.5,3,6,175,175,162.59,0.929085714,0.929085714,6.83,55.21334135,57.2
175,2,19,0.067375,3.5,4,3,350,233.3333333,162.45,0.928285714,0.696214286,8.48,68.34830466,57.2
175,2.5,13,0.075428571,4,2,4,437.5,250,162.04,0.925942857,0.64816,17.47,139.7928994,57.2
150,3,10,0.117857143,2.5,3.5,4,450,225,160.71,1.0714,0.714266667,32.08,250.3434066,57.2
175,2.51,8,0.11281686,3.94,2,4.03,439.25,250.2849003,157.91,0.902342857,0.630921002,45.91,341.1224624,57.2
175,2.5,16,0.075428571,4,2,4,437.5,250,157.22,0.8984,0.62888,15.54,113.5817308,57.2
75,3,2,0.037714286,4,4,6,225,112.5,157.06,2.094133333,1.396088889,13.75,100.1373626,57.2
175,3,16,0.1408,2,2.5,5,525,262.5,154.27,0.881542857,0.587695238,36.86,254.4230769,57.2
125,1,2,0.0539,3.5,2.5,4,125,125,154.22,1.23376,1.23376,19.22,132.5120192,57.2
75,2.5,2,0.0385,3.5,3.5,5,187.5,107.1428571,153.96,2.0528,1.43696,12.42,85.18629808,57.2
100,1.5,2,0.022,2,4,4,150,120,152.64,1.5264,1.272,7.77,51.92307692,57.2
125,3,16,0.0594,3,2,3,375,187.5,152.63,1.22104,0.814026667,8.19,54.76262019,57.2
100,2.5,6,0.09504,3,2.5,6,250,142.8571429,152.12,1.5212,1.06484,18.83,124.6153846,57.2
175,2.5,13,0.150857143,4,2,4,437.5,250,152.04,0.8688,0.60816,42.31,279.5857988,57.2
150,3,14,0.044508973,2.49,3.5,4.01,450,225,150.92,1.006133333,0.670755556,10.44,67.53047294,57.2
150,3,13,0.117857143,2.5,3.5,4,450,225,150.45,1.003,0.668666667,30.08,192.5718512,57.2
75,3,2,0.075428571,4,4,6,225,112.5,149.7,1.996,1.330666667,31.75,200.2747253,57.2
125,2.5,13,0.0515625,2.5,4,2,312.5,178.5714286,149.11,1.19288,0.835016,7.82,48.75589405,57.2
125,2,6,0.025142857,2,3.5,6,250,166.6666667,148.56,1.18848,0.89136,6.68,41.20879121,57.2
125,3,13,0.0594,3,2,3,375,187.5,147.3,1.1784,0.7856,11.22,67.40014793,57.2
75,2,2,0.0396,3,3,4,150,100,146.56,1.954133333,1.4656,11.84,70.09615385,57.2
150,2.5,10,0.117333333,2,3,3,375,214.2857143,146.33,0.975533333,0.682873333,35.26,207.6923077,57.2
175,1.5,10,0.067885714,3,3.5,2,262.5,210,145.46,0.8312,0.692666667,16.96,98.13461538,57.2
175,2,10,0.067375,3.5,4,3,350,233.3333333,145.31,0.830342857,0.622757143,22.51,129.8617788,57.2
150,3,13,0.058928571,2.5,3.5,4,450,225,144.6,0.964,0.642666667,16.94,96.28592561,57.2
175,2,16,0.067375,3.5,4,3,350,233.3333333,142.86,0.816342857,0.612257143,14.81,81.16361178,57.2
100,1.5,2,0.044,2,4,4,150,120,142.68,1.4268,1.189,19.02,103.8461538,57.2
150,2,6,0.120685714,4,2.5,2,300,200,142.51,0.950066667,0.71255,52.35,284.8351648,57.2
125,1,2,0.1078,3.5,2.5,4,125,125,141.84,1.13472,1.13472,49.4,265.0240385,57.2
125,2.5,16,0.0515625,2.5,4,2,312.5,178.5714286,141.48,1.13184,0.792288,7.44,39.61416391,57.2
100,2,2,0.103125,2.5,2,5,200,133.3333333,141.03,1.4103,1.057725,61.54,324.5192308,57.2
175,2,13,0.067375,3.5,4,3,350,233.3333333,139.86,0.7992,0.5994,19.42,99.89367604,57.2
75,2.5,2,0.077,3.5,3.5,5,187.5,107.1428571,139.35,1.858,1.3006,33.49,170.3725962,57.2
175,2.5,16,0.150857143,4,2,4,437.5,250,139.09,0.7948,0.55636,44.9,227.1634615,57.2
175,2.5,19,0.150857143,4,2,4,437.5,250,138.96,0.794057143,0.55584,37.91,191.2955466,57.2
175,3,19,0.1408,2,2.5,5,525,262.5,138.15,0.789428571,0.526285714,43.22,214.2510121,57.2
100,3,10,0.044916667,3.5,3,2,300,150,137.58,1.3758,0.9172,8.66,42.40384615,57.2
150,3,16,0.117857143,2.5,3.5,4,450,225,136.46,0.909733333,0.606488889,32.75,156.4646291,57.2
150,1,6,0.0594,3,4,5,150,150,135.61,0.904066667,0.904066667,14.95,70.09615385,57.2
175,3,22,0.1408,2,2.5,5,525,262.5,135.31,0.7732,0.515466667,39.73,185.034965,57.2
150,2.5,10,0.058666667,2,3,3,375,214.2857143,135.06,0.9004,0.63028,22.42,103.8461538,57.2
175,1.49,8,0.051300952,2.98,3.49,2.02,260.75,209.437751,134.75,0.77,0.643389262,20.05,92.08190168,57.2
175,1.5,10,0.271542857,3,3.5,2,262.5,210,134.56,0.768914286,0.640761905,85.7,392.5384615,57.2
150,2.5,22,0.029333333,2,3,3,375,214.2857143,134.54,0.896933333,0.627853333,5.15,23.6013986,57.2
150,2,6,0.060342857,4,2.5,2,300,200,134.33,0.895533333,0.67165,31.25,142.4175824,57.2
175,3,19,0.0704,2,2.5,5,525,262.5,134.29,0.767371429,0.511580952,23.53,107.1255061,57.2
100,2,2,0.0515625,2.5,2,5,200,133.3333333,133.48,1.3348,1.0011,36.29,162.2596154,57.2
175,1,6,0.06875,2.5,3,6,175,175,133.42,0.7624,0.7624,24.73,110.4266827,57.2
100,3,16,0.044916667,3.5,3,2,300,150,133.28,1.3328,0.888533333,5.95,26.50240385,57.2
175,2,16,0.13475,3.5,4,3,350,233.3333333,131.89,0.753657143,0.565242857,37.63,162.3272236,57.2
150,2.5,13,0.058666667,2,3,3,375,214.2857143,130.45,0.869666667,0.608766667,19.14,79.8816568,57.2
175,2,13,0.13475,3.5,4,3,350,233.3333333,130.19,0.743942857,0.557957143,48.16,199.7873521,57.2
175,1,10,0.06875,2.5,3,6,175,175,129.59,0.740514286,0.740514286,16.19,66.25600962,57.2
75,2.5,6,0.0385,3.5,3.5,5,187.5,107.1428571,128.9,1.718666667,1.203066667,7.05,28.39543269,57.2
75,1.5,2,0.04125,2.5,2.5,3,112.5,90,128.79,1.7172,1.431,13.64,54.76262019,57.2
100,1,2,0.043102041,4,3.5,3,100,100,128.49,1.2849,1.2849,17,67.81789639,57.2
175,2,19,0.13475,3.5,4,3,350,233.3333333,128.35,0.733428571,0.550071429,34.39,136.6966093,57.2
125,2,10,0.025142857,2,3.5,6,250,166.6666667,128.34,1.02672,0.77004,6.22,24.72527473,57.2
125,3,19,0.0594,3,2,3,375,187.5,127.66,1.02128,0.680853333,11.79,46.11589069,57.2
75,2,6,0.0396,3,3,4,150,100,127.34,1.697866667,1.2734,6.02,23.36538462,57.2
150,2,16,0.060342857,4,2.5,2,300,200,127.33,0.848866667,0.63665,13.76,53.40659341,57.2
125,2.5,10,0.0515625,2.5,4,2,312.5,178.5714286,126.5,1.012,0.7084,16.66,63.38266226,57.2
75,2,2,0.0792,3,3,4,150,100,126.47,1.686266667,1.2647,36.86,140.1923077,57.2
150,3,22,0.058928571,2.5,3.5,4,450,225,126.22,0.841466667,0.560977778,15.05,56.89622877,57.2
150,3,14,0.089017947,2.49,3.5,4.01,450,225,126.19,0.841266667,0.560844444,35.74,135.0609459,57.2
150,3,20,0.044508973,2.49,3.5,4.01,450,225,125.6,0.837333333,0.558222222,12.69,47.27133106,57.2
175,2,22,0.067375,3.5,4,3,350,233.3333333,125.51,0.7172,0.5379,15.88,59.02808129,57.2
150,1.5,6,0.067375,3.5,2,6,225,180,125.35,0.835666667,0.696388889,32.2,119.2608173,57.2
150,2,10,0.060342857,4,2.5,2,300,200,124.06,0.827066667,0.6203,23.8,85.45054945,57.2
125,2,6,0.050285714,2,3.5,6,250,166.6666667,122.46,0.97968,0.73476,23.87,82.41758242,57.2
125,1.5,6,0.050285714,4,3,5,187.5,150,121.91,0.97528,0.812733333,18.15,61.81318681,57.2
175,1.5,13,0.135771429,3,3.5,2,262.5,210,120.29,0.687371429,0.572809524,46.13,150.9763314,57.2
125,1,13,0.0539,3.5,2.5,4,125,125,119.75,0.958,0.958,6.31,20.3864645,57.2
100,2.5,19,0.04752,3,2.5,6,250,142.8571429,119.54,1.1954,0.83678,6.13,19.67611336,57.2
100,1.5,10,0.044,2,4,4,150,120,119.52,1.1952,0.996,6.47,20.76923077,57.2
150,1.5,6,0.13475,3.5,2,6,225,180,118.67,0.791133333,0.659277778,75.91,238.5216346,57.2
175,1.5,10,0.135771429,3,3.5,2,262.5,210,118.41,0.676628571,0.563857143,62.88,196.2692308,57.2
175,1.49,8,0.102601904,2.98,3.49,2.02,260.75,209.437751,117.85,0.673428571,0.562697028,59.96,184.1638034,57.2
150,2,19,0.060342857,4,2.5,2,300,200,116.99,0.779933333,0.58495,14.94,44.9739734,57.2
100,3,6,0.089833333,3.5,3,2,300,150,116.89,1.1689,0.779266667,47.07,141.3461538,57.2
100,1.5,6,0.022,2,4,4,150,120,116.43,1.1643,0.97025,5.83,17.30769231,57.2
175,1.49,10.07,0.047196876,2.98,3.49,2.02,260.75,209.437751,115.64,0.6608,0.552144966,23.11,67.30117144,57.2
125,3,10,0.1188,3,2,3,375,187.5,115.57,0.92456,0.616373333,60.38,175.2403846,57.2
175,1.5,13,0.067885714,3,3.5,2,262.5,210,115.48,0.659885714,0.549904762,26.07,75.48816568,57.2
100,2,6,0.0515625,2.5,2,5,200,133.3333333,115.15,1.1515,0.863625,18.84,54.08653846,57.2
125,2.5,10,0.103125,2.5,4,2,312.5,178.5714286,115.03,0.92024,0.644168,44.3,126.7653245,57.2
175,2.5,22,0.150857143,4,2,4,437.5,250,114.96,0.656914286,0.45984,57.84,165.2097902,57.2
175,1.5,16,0.067885714,3,3.5,2,262.5,210,114.59,0.6548,0.545666667,21.68,61.33413462,57.2
100,1,2,0.086204082,4,3.5,3,100,100,114.46,1.1446,1.1446,48.11,135.6357928,57.2
150,2.5,13,0.117333333,2,3,3,375,214.2857143,114.28,0.761866667,0.533306667,56.93,159.7633136,57.2
100,1,6,0.043102041,4,3.5,3,100,100,113.67,1.1367,1.1367,8.19,22.60596546,57.2
150,2,13,0.120685714,4,2.5,2,300,200,112.75,0.751666667,0.56375,48.78,131.4623838,57.2
125,1,6,0.0539,3.5,2.5,4,125,125,112.69,0.90152,0.90152,16.42,44.17067308,57.2
75,1,2,0.044,2,2,2,75,75,112.69,1.502533333,1.502533333,14.47,38.94230769,57.2
75,3,6,0.037714286,4,4,6,225,112.5,112.1,1.494666667,0.996444444,12.6,33.37912088,57.2
175,1.49,8,0.153902856,2.98,3.49,2.02,260.75,209.437751,111.64,0.637942857,0.533046213,105.8,276.2457051,57.2
175,1.49,8,0.205203808,2.98,3.49,2.02,260.75,209.437751,111.52,0.637257143,0.53247325,141.53,368.3276067,57.2
175,1,8,0.051583247,2.49,3.02,5.96,175,175,111.31,0.636057143,0.636057143,23.89,62.14000242,57.2
75,1.5,2,0.0825,2.5,2.5,3,112.5,90,110.57,1.474266667,1.228555556,43.1,109.5252404,57.2
100,2.5,22,0.09504,3,2.5,6,250,142.8571429,110.21,1.1021,0.77147,13.5,33.98601399,57.2
100,2.5,16,0.09504,3,2.5,6,250,142.8571429,109.81,1.0981,0.76867,18.77,46.73076923,57.2
75,3,16,0.037714286,4,4,6,225,112.5,109.35,1.458,0.972,5.09,12.51717033,57.2
75,3,10,0.037714286,4,4,6,225,112.5,109.18,1.455733333,0.970488889,8.19,20.02747253,57.2
75,2.5,10,0.0385,3.5,3.5,5,187.5,107.1428571,108.77,1.450266667,1.015186667,7.04,17.03725962,57.2
150,2.5,16,0.058666667,2,3,3,375,214.2857143,108.74,0.724933333,0.507453333,26.85,64.90384615,57.2
100,1.5,6,0.044,2,4,4,150,120,108.25,1.0825,0.902083333,14.52,34.61538462,57.2
125,1.5,10,0.050285714,4,3,5,187.5,150,107.64,0.86112,0.7176,15.82,37.08791209,57.2
150,1.5,10,0.067375,3.5,2,6,225,180,107.3,0.715333333,0.596111111,30.81,71.55649038,57.2
125,2.5,19,0.0515625,2.5,4,2,312.5,178.5714286,107.17,0.85736,0.600152,14.41,33.35929593,57.2
150,2,10,0.120685714,4,2.5,2,300,200,106.28,0.708533333,0.5314,75.73,170.9010989,57.2
125,1,10,0.0539,3.5,2.5,4,125,125,106.09,0.84872,0.84872,11.81,26.50240385,57.2
175,1.49,14,0.051300952,2.98,3.49,2.02,260.75,209.437751,106.04,0.605942857,0.506307958,23.52,52.61822953,57.2
175,1.5,19,0.067885714,3,3.5,2,262.5,210,105.81,0.604628571,0.503857143,23.19,51.64979757,57.2
75,3,13,0.037714286,4,4,6,225,112.5,105.48,1.4064,0.9376,6.98,15.4057481,57.2
150,2.5,16,0.117333333,2,3,3,375,214.2857143,105.08,0.700533333,0.490373333,59.5,129.8076923,57.2
125,1.5,6,0.100571429,4,3,5,187.5,150,103.45,0.8276,0.689666667,59.4,123.6263736,57.2
125,3,13,0.1188,3,2,3,375,187.5,103.15,0.8252,0.550133333,65.32,134.8002959,57.2
75,2,13,0.0396,3,3,4,150,100,102.41,1.365466667,1.0241,5.34,10.78402367,57.2
75,3,6,0.075428571,4,4,6,225,112.5,102.36,1.3648,0.909866667,33.11,66.75824176,57.2
125,2.5,13,0.20625,2.5,4,2,312.5,178.5714286,102.12,0.81696,0.571872,97.39,195.0235762,57.2
125,2.5,22,0.0515625,2.5,4,2,312.5,178.5714286,102.09,0.81672,0.571704,14.4,28.81030103,57.2
100,2.81,8,0.069584763,3.58,2.99,2,281,147.5065617,102.06,1.0206,0.691901423,38.36,76.914277,57.2
75,1,2,0.088,2,2,2,75,75,102,1.36,1.36,39.04,77.88461538,57.2
125,2,16,0.050285714,2,3.5,6,250,166.6666667,100.85,0.8068,0.6051,16.02,30.90659341,57.2
100,2.5,10,0.09504,3,2.5,6,250,142.8571429,100.82,1.0082,0.70574,38.8,74.76923077,57.2
75,2.5,13,0.0385,3.5,3.5,5,187.5,107.1428571,100.75,1.343333333,0.940333333,6.82,13.10558432,57.2
125,2,19,0.100571429,2,3.5,6,250,166.6666667,100.68,0.80544,0.60408,27.13,52.05320995,57.2
125,1,6,0.1078,3.5,2.5,4,125,125,100.29,0.80232,0.80232,46.58,88.34134615,57.2
175,1.5,16,0.271542857,3,3.5,2,262.5,210,99.67,0.569542857,0.474619048,131.81,245.3365385,57.2
75,1.5,6,0.04125,2.5,2.5,3,112.5,90,99.27,1.3236,1.103,9.93,18.25420673,57.2
125,2.5,13,0.103125,2.5,4,2,312.5,178.5714286,99,0.792,0.5544,53.45,97.51178809,57.2
175,1,8,0.103166495,2.49,3.02,5.96,175,175,98.57,0.563257143,0.563257143,68.81,124.2800048,57.2
100,2.5,10,0.19008,3,2.5,6,250,142.8571429,98.44,0.9844,0.68908,83.39,149.5384615,57.2
75,2.5,6,0.077,3.5,3.5,5,187.5,107.1428571,98.15,1.308666667,0.916066667,31.95,56.79086538,57.2
175,1.5,13,0.271542857,3,3.5,2,262.5,210,97.5,0.557142857,0.464285714,173.27,301.9526627,57.2
150,2,19,0.120685714,4,2.5,2,300,200,97.42,0.649466667,0.4871,51.75,89.94794679,57.2
100,3,10,0.089833333,3.5,3,2,300,150,97.06,0.9706,0.647066667,49.33,84.80769231,57.2
75,2,6,0.0792,3,3,4,150,100,96.47,1.286266667,0.9647,27.68,46.73076923,57.2
150,2.5,22,0.058666667,2,3,3,375,214.2857143,96.42,0.6428,0.44996,28.01,47.2027972,57.2
175,1.5,16,0.135771429,3,3.5,2,262.5,210,95.96,0.548342857,0.456952381,73.85,122.6682692,57.2
100,1.5,13,0.044,2,4,4,150,120,95.88,0.9588,0.799,9.64,15.97633136,57.2
150,2.5,19,0.058666667,2,3,3,375,214.2857143,95.82,0.6388,0.44716,33.04,54.65587045,57.2
125,1.5,10,0.100571429,4,3,5,187.5,150,95.78,0.76624,0.638533333,44.91,74.17582418,57.2
125,2,19,0.050285714,2,3.5,6,250,166.6666667,95.69,0.76552,0.57414,15.8,26.02660497,57.2
75,1.5,10,0.04125,2.5,2.5,3,112.5,90,95.56,1.274133333,1.061777778,6.68,10.95252404,57.2
100,2.5,19,0.09504,3,2.5,6,250,142.8571429,95.45,0.9545,0.66815,24.07,39.35222672,57.2
125,2,10,0.050285714,2,3.5,6,250,166.6666667,95.31,0.76248,0.57186,30.38,49.45054945,57.2
125,3,22,0.0594,3,2,3,375,187.5,95.3,0.7624,0.508266667,24.47,39.82736014,57.2
100,2.81,8,0.139169526,3.58,2.99,2,281,147.5065617,94.9,0.949,0.64336121,95.43,153.828554,57.2
125,2.5,16,0.103125,2.5,4,2,312.5,178.5714286,94.85,0.7588,0.53116,49.39,79.22832782,57.2
75,3,19,0.037714286,4,4,6,225,112.5,94.78,1.263733333,0.842488889,6.58,10.54077501,57.2
125,3,19,0.1188,3,2,3,375,187.5,94.53,0.75624,0.50416,58.07,92.23178138,57.2
150,2.5,22,0.117333333,2,3,3,375,214.2857143,94.42,0.629466667,0.440626667,59.65,94.40559441,57.2
175,1,13,0.06875,2.5,3,6,175,175,94.2,0.538285714,0.538285714,32.43,50.96616124,57.2
175,1,8,0.154749742,2.49,3.02,5.96,175,175,94.1,0.537714286,0.537714286,118.63,186.4200073,57.2
100,3,19,0.044916667,3.5,3,2,300,150,93.99,0.9399,0.6266,14.3,22.31781377,57.2
150,2,16,0.120685714,4,2.5,2,300,200,93.97,0.626466667,0.46985,68.46,106.8131868,57.2
150,2.5,19,0.117333333,2,3,3,375,214.2857143,93.83,0.625533333,0.437873333,70.38,109.3117409,57.2
150,2,22,0.060342857,4,2.5,2,300,200,93.8,0.625333333,0.469,25.03,38.84115884,57.2
150,2,13,0.060342857,4,2.5,2,300,200,93.63,0.6242,0.46815,42.6,65.73119189,57.2
150,1,10,0.0594,3,4,5,150,150,93.42,0.6228,0.6228,27.44,42.05769231,57.2
175,1.5,22,0.135771429,3,3.5,2,262.5,210,93.03,0.5316,0.443,58.94,89.21328671,57.2
125,2,13,0.050285714,2,3.5,6,250,166.6666667,92.33,0.73864,0.55398,25.71,38.03888419,57.2
100,1.5,16,0.044,2,4,4,150,120,92.31,0.9231,0.76925,8.78,12.98076923,57.2
100,2.5,13,0.09504,3,2.5,6,250,142.8571429,92.3,0.923,0.6461,38.9,57.5147929,57.2
175,1,10,0.1375,2.5,3,6,175,175,91.99,0.525657143,0.525657143,90.54,132.5120192,57.2
100,3,22,0.044916667,3.5,3,2,300,150,91.51,0.9151,0.610066667,13.38,19.27447552,57.2
125,3,16,0.1188,3,2,3,375,187.5,91.44,0.73152,0.48768,76.2,109.5252404,57.2
175,1.5,19,0.135771429,3,3.5,2,262.5,210,91.24,0.521371429,0.43447619,72.35,103.2995951,57.2
175,1,8,0.206332989,2.49,3.02,5.96,175,175,90.96,0.519771429,0.519771429,175.12,248.5600097,57.2
100,2,6,0.103125,2.5,2,5,200,133.3333333,90.65,0.9065,0.679875,77.23,108.1730769,57.2
175,1,16,0.06875,2.5,3,6,175,175,90.11,0.514914286,0.514914286,30.1,41.41000601,57.2
100,2.5,13,0.19008,3,2.5,6,250,142.8571429,90.01,0.9001,0.63007,83.89,115.0295858,57.2
125,1.5,22,0.050285714,4,3,5,187.5,150,89.84,0.71872,0.598933333,12.37,16.85814186,57.2
175,1.49,14,0.205203808,2.98,3.49,2.02,260.75,209.437751,89.62,0.512114286,0.427907574,155.82,210.4729181,57.2
175,1.49,14,0.102601904,2.98,3.49,2.02,260.75,209.437751,89.4,0.510857143,0.426857143,78.49,105.2364591,57.2
125,1.5,13,0.050285714,4,3,5,187.5,150,89.23,0.71384,0.594866667,21.36,28.52916314,57.2
100,1.5,19,0.044,2,4,4,150,120,89.05,0.8905,0.742083333,8.23,10.93117409,57.2
75,2,16,0.0396,3,3,4,150,100,89.04,1.1872,0.8904,6.6,8.762019231,57.2
100,1.96,8,0.076721649,2.44,2,4.87,196,132.4324324,88.74,0.8874,0.670077551,44.8,59.15078221,57.2
125,2,10,0.100571429,2,3.5,6,250,166.6666667,88.66,0.70928,0.53196,75.47,98.9010989,57.2
175,1.49,14,0.153902856,2.98,3.49,2.02,260.75,209.437751,88.47,0.505542857,0.422416683,121.48,157.8546886,57.2
150,1,10,0.1188,3,4,5,150,150,88.25,0.588333333,0.588333333,65.08,84.11538462,57.2
100,1,10,0.043102041,4,3.5,3,100,100,88.13,0.8813,0.8813,10.54,13.56357928,57.2
150,1.5,10,0.13475,3.5,2,6,225,180,87.38,0.582533333,0.485444444,114.11,143.1129808,57.2
175,1,13,0.275,2.5,3,6,175,175,86.92,0.496685714,0.496685714,165.1,203.864645,57.2
75,3,8,0.057142857,4,4,6,225,112.5,86.83,1.157733333,0.771822222,30.75,37.93081918,57.2
