Experiment,Orifice width,Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary corrected,,Rate,Size,regime,,Monodispersity,,,,,
801,125.00,2.00,6.00,1.50,3.50,2.00,2.00,0.066,,18.32,192.90,1.00,,6.15,,,,,
802,125.00,2.00,6.00,1.50,3.50,2.00,6.00,0.066,,23.87,122.46,1.00,,6.02,,,,,
803,125.00,2.50,2.00,2.00,4.00,2.50,2.00,0.033,,2.24,334.84,1.00,,6.61,,,,,
804,125.00,2.50,2.00,2.00,4.00,2.50,6.00,0.033,,1.15,290.08,1.00,,9.13,,,,,
805,125.00,2.50,2.00,2.00,4.00,2.50,2.00,0.066,,11.83,242.42,1.00,,3.66,,,,,
806,125.00,2.50,2.00,2.00,4.00,2.50,6.00,0.066,,10.17,176.76,1.00,,2.88,,,,,
807,125.00,3.00,3.00,2.50,2.00,3.00,2.00,0.033,,12.02,268.60,1.00,,2.42,,,,,
808,125.00,3.00,3.00,2.50,2.00,3.00,6.00,0.033,,8.19,211.71,1.00,,1.50,,,,,
809,125.00,3.00,3.00,2.50,2.00,3.00,2.00,0.066,,31.65,245.10,1.00,,4.36,,,,,
810,125.00,3.00,3.00,2.50,2.00,3.00,6.00,0.066,,31.63,169.98,1.00,,2.29,,,,,
811,150.00,1.00,5.00,1.50,4.00,3.00,2.00,0.033,,9.60,179.91,1.00,,4.85,,,,,
812,150.00,1.00,5.00,1.50,4.00,3.00,6.00,0.033,,3.76,170.54,1.00,,4.70,,,,,
813,150.00,1.00,5.00,1.50,4.00,3.00,2.00,0.066,,17.64,185.10,1.00,,4.95,,,,,
814,150.00,1.00,5.00,1.50,4.00,3.00,6.00,0.066,,14.95,135.61,1.00,,4.22,,,,,
815,150.00,1.50,6.00,2.00,2.00,3.50,2.00,0.033,,30.83,183.44,1.00,,1.14,,,,,
816,150.00,1.50,6.00,2.00,2.00,3.50,6.00,0.033,,32.20,125.35,1.00,,3.50,,,,,
817,150.00,1.50,6.00,2.00,2.00,3.50,2.00,0.066,,81.66,167.04,1.00,,2.70,,,,,
818,150.00,1.50,6.00,2.00,2.00,3.50,6.00,0.066,,75.91,118.67,1.00,,2.94,,,,,
819,150.00,2.00,2.00,2.50,2.50,4.00,2.00,0.033,,19.78,225.65,1.00,,0.67,,,,,
820,150.00,2.00,2.00,2.50,2.50,4.00,6.00,0.033,,31.25,134.33,1.00,,1.54,,,,,
821,150.00,2.00,2.00,2.50,2.50,4.00,2.00,0.066,,46.15,214.34,1.00,,2.10,,,,,
822,150.00,2.00,2.00,2.50,2.50,4.00,6.00,0.066,,52.35,142.51,1.00,,1.98,,,,,
823,150.00,2.50,3.00,3.00,3.00,2.00,2.00,0.033,,2.07,405.61,1.00,,3.39,,,,,
824,150.00,2.50,3.00,3.00,3.00,2.00,6.00,0.033,,1.67,301.86,1.00,,4.95,,,,,
825,150.00,2.50,3.00,3.00,3.00,2.00,2.00,0.066,,9.83,304.04,1.00,,2.39,,,,,
826,150.00,2.50,3.00,3.00,3.00,2.00,6.00,0.066,,17.91,172.59,1.00,,2.79,,,,,
827,150.00,3.00,4.00,1.00,3.50,2.50,2.00,0.033,,2.39,411.67,1.00,,11.63,,,,,
828,150.00,3.00,4.00,1.00,3.50,2.50,6.00,0.033,,1.40,340.68,1.00,,3.21,,,,,
829,150.00,3.00,4.00,1.00,3.50,2.50,2.00,0.066,,7.80,349.45,1.00,,8.50,,,,,
830,150.00,3.00,4.00,1.00,3.50,2.50,6.00,0.066,,2.69,345.38,1.00,,6.08,,,,,
831,175.00,1.00,6.00,2.50,3.00,2.50,2.00,0.033,,10.73,201.75,1.00,,5.09,,,,,
832,175.00,1.00,6.00,2.50,3.00,2.50,6.00,0.033,,6.83,162.59,1.00,,1.76,,,,,
833,175.00,1.00,6.00,2.50,3.00,2.50,2.00,0.066,,25.69,189.99,1.00,,6.43,,,,,
834,175.00,1.00,6.00,2.50,3.00,2.50,6.00,0.066,,24.73,133.42,1.00,,1.46,,,,,
835,175.00,1.50,2.00,3.00,3.50,3.00,2.00,0.033,,1.97,404.88,1.00,,1.85,,,,,
836,175.00,1.50,2.00,3.00,3.50,3.00,6.00,0.033,,1.23,328.05,1.00,,3.49,,,,,
837,175.00,1.50,2.00,3.00,3.50,3.00,2.00,0.066,,18.22,242.86,1.00,,0.95,,,,,
838,175.00,1.50,2.00,3.00,3.50,3.00,6.00,0.066,,4.24,273.76,1.00,,2.02,,,,,
839,175.00,2.00,3.00,1.00,4.00,3.50,2.00,0.033,,1.77,460.72,1.00,,2.43,,,,,
840,175.00,2.00,3.00,1.00,4.00,3.50,6.00,0.033,,0.85,408.00,1.00,,1.41,,,,,
841,175.00,2.00,3.00,1.00,4.00,3.50,2.00,0.066,,11.88,307.48,1.00,,1.71,,,,,
842,175.00,2.00,3.00,1.00,4.00,3.50,6.00,0.066,,15.01,197.22,1.00,,1.51,,,,,
843,175.00,2.50,4.00,1.50,2.00,4.00,2.00,0.033,,13.41,330.35,1.00,,1.79,,,,,
844,175.00,2.50,4.00,1.50,2.00,4.00,6.00,0.033,,7.41,279.13,1.00,,1.75,,,,,
845,175.00,2.50,4.00,1.50,2.00,4.00,2.00,0.066,,36.46,298.18,1.00,,1.87,,,,,
846,175.00,2.50,4.00,1.50,2.00,4.00,6.00,0.066,,48.43,188.07,1.00,,1.94,,,,,
847,175.00,3.00,5.00,2.00,2.50,2.00,2.00,0.033,,3.15,441.15,1.00,,0.78,,,,,
848,175.00,3.00,5.00,2.00,2.50,2.00,6.00,0.033,,2.33,338.08,1.00,,0.96,,,,,
849,175.00,3.00,5.00,2.00,2.50,2.00,2.00,0.066,,22.69,287.87,1.00,,6.58,,,,,
850,175.00,3.00,5.00,2.00,2.50,2.00,6.00,0.066,,7.68,286.38,1.00,,1.11,,,,,
851,75.00,1.00,2.19,1.00,2.01,2.15,22.00,0.178,,476.59,28.11,1.00,,2.22,,,,,
852,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.144,,203.02,47.03,1.00,,3.80,,,,,
853,75.00,2.02,4.02,2.06,3.04,2.94,19.37,0.047,,50.31,47.45,1.00,,2.24,,,,,
854,100.00,1.96,4.87,2.97,2.00,2.44,19.22,0.260,,84.52,92.87,2.00,,1.19,,,,,
855,150.00,3.00,4.01,1.00,3.50,2.49,12.95,0.128,,15.04,187.58,2.00,,12.91,,,,,
856,175.00,1.49,2.02,2.99,3.49,2.98,10.07,0.046,,23.11,115.64,1.00,,5.19,,,,,
857,100.00,2.81,2.00,1.50,2.99,3.58,22.00,0.131,,113.27,69.96,2.00,,2.19,,,,,
858,125.00,1.00,4.00,3.00,2.50,3.50,6.04,0.070,,116.25,76.35,1.00,,1.01,,,,,
859,175.00,2.51,4.03,1.44,2.00,3.94,12.62,0.078,,22.02,200.50,2.00,,7.42,,,,,
860,175.00,1.00,5.96,2.50,3.02,2.49,10.41,1.058,,65.37,201.63,2.00,,3.87,,,,,
861,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.100,,95.51,74.98,1.00,,2.21,,,,,
862,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.100,,116.54,58.22,1.00,,2.04,,,,,
863,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.100,,142.18,48.38,1.00,,1.91,,,,,
864,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.150,,156.94,72.73,1.00,,1.18,,,,,
865,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.150,,192.23,56.41,1.00,,1.62,,,,,
866,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.150,,34.92,88.43,2.00,,3.11,,,,,
867,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.200,,227.21,70.76,1.00,,1.08,,,,,
868,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.200,,38.78,105.86,2.00,,6.33,,,,,
869,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.200,,45.58,89.07,2.00,,1.39,,,,,
870,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.050,,30.75,86.83,1.00,,1.77,,,,,
871,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.050,,35.48,68.70,1.00,,3.17,,,,,
872,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.050,,47.06,55.51,1.00,,2.35,,,,,
873,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.260,,53.60,106.32,2.00,,3.28,,,,,
874,150.00,3.00,4.01,1.00,3.50,2.49,8.00,0.100,,27.83,165.28,1.00,,3.60,,,,,
875,150.00,3.00,4.01,1.00,3.50,2.49,14.00,0.100,,35.74,126.19,1.00,,4.78,,,,,
876,150.00,3.00,4.01,1.00,3.50,2.49,20.00,0.100,,14.73,150.56,2.00,,3.88,,,,,
877,150.00,3.00,4.01,1.00,3.50,2.49,8.00,0.150,,15.06,232.17,2.00,,4.20,,,,,
878,150.00,3.00,4.01,1.00,3.50,2.49,14.00,0.150,,17.19,184.36,2.00,,3.07,,,,,
879,150.00,3.00,4.01,1.00,3.50,2.49,20.00,0.150,,19.84,156.06,2.00,,5.07,,,,,
880,150.00,3.00,4.01,1.00,3.50,2.49,8.00,0.200,,19.99,232.54,2.00,,2.41,,,,,
881,150.00,3.00,4.01,1.00,3.50,2.49,14.00,0.200,,23.63,182.51,2.00,,2.51,,,,,
882,150.00,3.00,4.01,1.00,3.50,2.49,20.00,0.200,,26.23,156.49,2.00,,3.99,,,,,
883,150.00,3.00,4.01,1.00,3.50,2.49,8.00,0.050,,9.23,189.54,1.00,,7.43,,,,,
884,150.00,3.00,4.01,1.00,3.50,2.49,14.00,0.050,,10.44,150.92,1.00,,4.70,,,,,
885,150.00,3.00,4.01,1.00,3.50,2.49,20.00,0.050,,12.69,125.60,1.00,,6.82,,,,,
886,150.00,3.00,4.01,1.00,3.50,2.49,13.00,0.260,,31.17,186.14,2.00,,2.16,,,,,
887,175.00,2.51,4.03,1.44,2.00,3.94,8.00,0.100,,24.57,245.03,2.00,,1.98,,,,,
888,175.00,2.51,4.03,1.44,2.00,3.94,14.00,0.100,,29.29,191.78,2.00,,2.77,,,,,
889,175.00,2.51,4.03,1.44,2.00,3.94,20.00,0.100,,30.63,167.75,2.00,,2.22,,,,,
890,175.00,2.51,4.03,1.44,2.00,3.94,8.00,0.150,,36.66,245.48,2.00,,1.45,,,,,
891,175.00,2.51,4.03,1.44,2.00,3.94,14.00,0.150,,39.87,198.08,2.00,,1.67,,,,,
892,175.00,2.51,4.03,1.44,2.00,3.94,20.00,0.150,,43.10,171.37,2.00,,1.72,,,,,
893,175.00,2.51,4.03,1.44,2.00,3.94,8.00,0.200,,48.27,246.51,2.00,,1.24,,,,,
894,175.00,2.51,4.03,1.44,2.00,3.94,14.00,0.200,,53.87,197.21,2.00,,1.53,,,,,
895,175.00,2.51,4.03,1.44,2.00,3.94,20.00,0.200,,55.68,173.18,2.00,,2.79,,,,,
896,175.00,2.51,4.03,1.44,2.00,3.94,8.00,0.050,,45.91,157.91,1.00,,2.55,,,,,
897,175.00,2.51,4.03,1.44,2.00,3.94,14.00,0.050,,13.46,197.24,2.00,,5.42,,,,,
898,175.00,2.51,4.03,1.44,2.00,3.94,20.00,0.050,,16.58,163.39,2.00,,4.63,,,,,
899,175.00,2.51,4.03,1.44,2.00,3.94,13.00,0.260,,71.45,200.80,2.00,,2.11,,,,,
900,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.100,,68.81,98.57,1.00,,1.30,,,,,
901,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.100,,81.49,77.31,1.00,,1.54,,,,,
902,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.100,,102.49,63.59,1.00,,2.70,,,,,
903,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.150,,118.63,94.10,1.00,,2.21,,,,,
904,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.150,,140.85,73.75,1.00,,1.26,,,,,
905,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.150,,165.88,62.00,1.00,,1.95,,,,,
906,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.200,,175.12,90.96,1.00,,1.43,,,,,
907,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.200,,204.85,71.64,1.00,,1.96,,,,,
908,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.200,,221.07,62.01,1.00,,1.52,,,,,
909,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.050,,23.89,111.31,1.00,,0.00,,,,,
910,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.050,,29.03,86.56,1.00,,1.70,,,,,
911,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.050,,37.01,70.88,1.00,,2.55,,,,,
912,175.00,1.00,5.96,2.50,3.02,2.49,13.00,0.260,,269.63,73.13,1.00,,2.10,,,,,
913,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.100,,175.76,67.17,1.00,,1.23,,,,,
914,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.100,,210.46,52.49,1.00,,1.83,,,,,
915,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.100,,242.47,44.46,1.00,,2.21,,,,,
916,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.150,,293.96,64.77,1.00,,2.33,,,,,
917,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.150,,337.18,51.35,1.00,,2.52,,,,,
918,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.150,,373.91,44.05,1.00,,3.20,,,,,
919,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.200,,413.23,63.64,1.00,,4.29,,,,,
920,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.200,,461.85,50.89,1.00,,3.64,,,,,
921,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.200,,495.63,44.13,1.00,,4.57,,,,,
922,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.050,,73.40,71.32,1.00,,1.70,,,,,
923,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.050,,89.14,55.47,1.00,,2.97,,,,,
924,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.050,,104.19,46.76,1.00,,2.56,,,,,
925,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.260,,581.38,52.72,1.00,,2.20,,,,,
926,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.100,,95.43,94.90,1.00,,0.70,,,,,
927,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.100,,81.02,83.17,2.00,,2.28,,,,,
928,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.100,,88.65,71.66,2.00,,1.82,,,,,
929,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.150,,102.42,106.10,2.00,,1.03,,,,,
930,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.150,,115.63,84.56,2.00,,1.48,,,,,
931,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.150,,115.17,75.18,2.00,,1.43,,,,,
932,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.200,,136.69,106.07,2.00,,1.18,,,,,
933,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.200,,153.53,84.68,2.00,,1.55,,,,,
934,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.200,,154.26,75.07,2.00,,1.74,,,,,
935,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.050,,38.36,102.06,1.00,,1.22,,,,,
936,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.050,,48.31,78.43,1.00,,2.17,,,,,
937,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.050,,60.79,64.50,1.00,,1.93,,,,,
938,100.00,2.81,2.00,1.50,2.99,3.58,13.00,0.260,,179.88,89.86,2.00,,1.59,,,,,
939,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.100,,59.96,117.85,1.00,,1.19,,,,,
940,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.100,,78.49,89.40,1.00,,1.85,,,,,
941,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.100,,89.37,76.02,1.00,,1.95,,,,,
942,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.150,,105.80,111.64,1.00,,1.24,,,,,
943,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.150,,121.48,88.47,1.00,,1.58,,,,,
944,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.150,,131.28,76.55,1.00,,2.23,,,,,
945,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.200,,141.53,111.52,1.00,,1.59,,,,,
946,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.200,,155.82,89.62,1.00,,1.54,,,,,
947,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.200,,84.32,97.65,2.00,,1.65,,,,,
948,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.050,,20.05,134.75,1.00,,3.36,,,,,
949,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.050,,23.52,106.04,1.00,,3.84,,,,,
950,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.050,,35.02,82.45,1.00,,2.29,,,,,
951,175.00,1.49,2.02,2.99,3.49,2.98,13.00,0.260,,95.46,118.04,2.00,,1.05,,,,,
952,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.100,,136.58,77.11,1.00,,0.75,,,,,
953,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.100,,162.83,60.35,1.00,,2.86,,,,,
954,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.100,,185.99,51.26,1.00,,4.95,,,,,
955,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.150,,230.51,74.14,1.00,,5.07,,,,,
956,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.150,,268.33,58.48,1.00,,3.62,,,,,
957,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.150,,288.93,50.66,1.00,,3.49,,,,,
958,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.200,,324.83,72.78,1.00,,2.70,,,,,
959,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.200,,371.30,57.76,1.00,,3.63,,,,,
960,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.200,,72.90,88.25,2.00,,3.08,,,,,
961,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.050,,44.80,88.74,1.00,,1.87,,,,,
962,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.050,,53.46,69.43,1.00,,1.91,,,,,
963,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.050,,61.83,58.73,1.00,,4.83,,,,,
964,100.00,1.96,4.87,2.97,2.00,2.44,13.00,0.260,,74.16,110.55,2.00,,1.31,,,,,
965,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.100,,89.44,67.57,1.00,,1.50,,,,,
966,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.100,,107.19,52.79,1.00,,2.20,,,,,
967,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.100,,139.53,42.93,1.00,,2.59,,,,,
968,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.150,,169.24,62.54,1.00,,1.75,,,,,
969,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.150,,200.47,49.05,1.00,,2.14,,,,,
970,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.150,,313.88,37.51,1.00,,3.49,,,,,
971,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.200,,273.68,58.64,1.00,,1.74,,,,,
972,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.200,,381.39,43.57,1.00,,2.02,,,,,
973,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.200,,316.77,41.15,1.00,,1.49,,,,,
974,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.050,,31.55,75.91,1.00,,1.43,,,,,
975,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.050,,35.71,60.44,1.00,,2.13,,,,,
976,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.050,,48.99,48.30,1.00,,1.87,,,,,
977,75.00,2.02,4.02,2.06,3.04,2.94,13.00,0.260,,372.89,49.11,1.00,,1.78,,,,,
978,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.100,,142.47,48.57,1.00,,6.84,,,,,
979,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.100,,195.98,36.24,1.00,,2.01,,,,,
980,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.100,,256.82,29.40,1.00,,9.08,,,,,
981,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.150,,292.62,43.74,1.00,,4.19,,,,,
982,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.150,,367.00,33.65,1.00,,6.24,,,,,
983,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.150,,425.03,28.45,1.00,,4.46,,,,,
984,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.200,,453.02,41.61,1.00,,2.37,,,,,
985,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.200,,564.77,32.08,1.00,,2.30,,,,,
986,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.200,,621.65,27.59,1.00,,4.06,,,,,
987,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.050,,44.94,56.63,1.00,,1.22,,,,,
988,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.050,,54.85,43.97,1.00,,1.56,,,,,
989,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.050,,74.24,35.29,1.00,,2.84,,,,,
990,75.00,1.00,2.19,1.00,2.01,2.15,13.00,0.260,,721.53,33.08,1.00,,2.94,,,,,
991,75,1.253690988,2.18651821,1.153998739,2.041811185,2.281945242,22,0.242474858,,304.9283807,39.34399717,2,,1.769326791,,,,,
992,75,2.999434865,5.885792798,2.999981744,3.998201337,3.976055455,20.96348771,0.166720571,,30.20730503,94.48617909,2,,2.923698959,,,,,
993,100,2.998118492,2.001855995,1.5,3.000964272,3.500983081,19.01407164,0.074108306,,65.64337035,73.95377562,1,,5.683323917,,,,,
994,125,1.133846581,4.104441538,3,2.551043011,3.550103437,6.390758847,0.050698895,,60.65088757,85.57289048,1,,1.644676033,,,,,
995,100,1.988997389,4.967420955,2.999999409,2.005715564,2.49205898,13.02193868,1.052566941,,258.5914298,117.2838806,2,,3.916934609,,,,,
996,125,2.494597918,5.996703776,1.27435151,3.736411161,2.064123078,19.12431467,0.528766709,,44.88188976,142.9715619,2,,3.06825578,,,,,
997,150,2.51072006,3,2.99999952,2.99469775,2.000000102,9.919498818,0.528767786,,86.5064695,172.9682205,2,,1.590263176,,,,,
998,175,1.074674909,5.999992555,2.424421547,3.000308385,2.427695033,9.441822058,1.057534257,,45.89735208,239.0679302,2,,2.711101099,,,,,